Order_ID,Amount,Discount,Quantity_Sold
3744,5648.0,10,1
3745,7299.0,40,35
3746,8173.0,45,19
3747,7925.0,5,7
3748,1360.0,15,96
3749,1121.0,5,85
3750,6958.0,0,37
3751,5626.0,15,51
3752,2969.0,20,46
3753,8178.0,45,2
3754,2399.0,45,27
3755,1123.0,45,15
3756,2892.0,15,94
3757,6433.0,20,52
3758,7191.0,10,4
3759,8583.0,25,82
3760,1415.0,20,93
3761,2619.0,20,65
3762,5196.0,50,91
3763,3792.0,20,24
3764,5504.0,10,57
3765,8832.0,0,1
3766,3893.0,0,21
3767,2589.0,0,16
3768,6251.0,45,34
3769,6774.0,0,25
3770,3977.0,45,74
3771,9208.0,15,72
3772,1872.0,10,22
3773,5476.0,20,67
3774,8379.0,20,18
3775,7820.0,50,41
3776,4412.0,5,39
3777,1687.0,0,17
3778,9988.0,20,32
3779,9724.0,15,48
3780,2171.0,15,6
3781,7832.0,10,37
3782,1967.0,50,48
3783,8232.0,5,9
3784,6378.0,10,46
3785,4702.0,10,22
3786,6758.0,15,54
3787,8421.0,5,22
3788,9343.0,5,16
3789,4801.0,20,27
3790,8032.0,45,56
3791,9468.0,15,37
3792,9261.0,5,22
3793,8573.0,45,5
3794,4093.0,20,99
3795,4762.0,15,76
3796,8845.0,0,37
3797,1182.0,10,64
3798,7406.0,35,69
3799,5723.0,50,90
3800,7851.0,35,46
3801,7985.0,30,10
3802,9995.0,10,1
3803,2784.0,5,89
3804,7004.0,20,85
3805,3303.0,50,23
3806,9640.0,20,40
3807,7301.0,0,19
3808,9101.0,0,53
3809,6688.0,20,8
3810,5903.0,50,29
3811,2356.0,10,58
3812,4047.0,20,6
3813,6476.0,15,56
3814,4486.0,5,63
3815,9641.0,10,21
3816,9395.0,15,97
3817,8577.0,10,15
3818,4765.0,30,99
3819,3243.0,50,51
3820,7065.0,20,76
3821,9874.0,50,48
3822,9013.0,50,87
3823,2320.0,20,15
3824,7533.0,15,27
3825,6426.0,15,25
3826,7496.0,25,12
3827,7072.0,45,46
3828,9525.0,50,11
3829,2885.0,50,75
3830,4170.0,5,20
3831,8434.0,15,1
3832,8208.0,0,61
3833,8697.0,50,6
3834,1675.0,5,55
3835,7320.0,30,78
3836,8560.0,10,16
3837,8811.0,0,79
3838,5206.0,10,29
3839,9441.0,5,17
3840,1050.0,45,5
3841,7828.0,0,48
3842,7257.0,45,88
3843,6895.0,0,67
3844,8632.0,30,75
3845,1052.0,15,25
3846,4675.0,10,29
3847,3081.0,5,49
3848,8028.0,15,51
3849,1116.0,50,10
3850,9686.0,10,55
3851,4219.0,45,55
3852,3049.0,15,82
3853,6154.0,10,2
3854,8095.0,20,56
3855,4545.0,0,97
3856,2621.0,45,98
3857,4873.0,0,49
3858,8842.0,50,31
3859,4222.0,20,97
3860,8272.0,10,64
3861,2956.0,0,98
3862,3104.0,45,1
3863,1067.0,50,27
3864,9851.0,10,69
3865,1599.0,35,6
3866,4995.0,0,31
3867,4166.0,10,98
3868,2286.0,10,15
3869,9241.0,5,34
3870,4183.0,0,34
3871,3878.0,50,99
3872,1052.0,0,6
3873,9535.0,30,50
3874,9487.0,10,74
3875,8389.0,50,63
3876,9649.0,50,40
3877,4971.0,45,8
3878,4298.0,20,85
3879,7795.0,0,7
3880,4489.0,5,14
3881,7862.0,45,11
3882,4226.0,0,48
3883,9351.0,45,53
3884,4483.0,5,89
3885,3451.0,25,58
3886,2724.0,25,80
3887,1274.0,5,40
3888,4406.0,20,53
3889,6405.0,20,37
3890,9999.0,10,57
3891,7436.0,20,31
3892,7771.0,45,7
3893,2235.0,20,23
3894,9615.0,45,34
3895,2677.0,5,91
3896,8731.0,50,89
3897,4421.0,10,73
3898,6133.0,45,46
3899,8372.0,5,86
3900,8399.0,45,9
3901,8123.0,50,70
3902,7056.0,20,28
3903,5619.0,45,64
3904,2789.0,45,15
3905,1170.0,15,52
3906,1447.0,5,83
3907,3160.0,45,10
3908,5759.0,15,55
3909,8199.0,15,34
3910,7720.0,10,59
3911,5574.0,50,94
3912,8424.0,50,78
3913,9634.0,10,33
3914,4309.0,10,23
3915,2429.0,45,56
3916,5083.0,50,50
3917,4158.0,25,48
3918,5557.0,30,78
3919,5912.0,50,21
3920,2176.0,5,3
3921,8497.0,5,64
3922,3079.0,5,8
3923,8904.0,45,74
3924,2696.0,0,34
3925,2107.0,5,63
3926,5992.0,20,59
3927,1055.0,10,98
3928,3359.0,25,16
3929,6326.0,5,8
3930,4638.0,45,4
3931,1110.0,20,6
3932,8917.0,45,33
3933,3086.0,15,51
3934,2156.0,15,5
3935,1222.0,0,10
3936,4237.0,15,59
3937,9488.0,0,94
3938,3694.0,0,27
3939,2409.0,0,57
3940,3478.0,10,77
3941,5070.0,45,91
3942,9555.0,5,24
3943,3830.0,10,36
3944,8985.0,15,11
3945,3815.0,20,32
3946,7581.0,40,7
3947,1150.0,15,37
3948,4291.0,50,24
3949,5127.0,0,41
3950,3770.0,5,42
3951,8710.0,50,42
3952,7458.0,25,53
3953,9459.0,10,21
3954,9177.0,10,7
3955,9750.0,5,1
3956,3510.0,20,63
3957,1277.0,10,63
3958,7956.0,40,18
3959,7963.0,45,33
3960,1382.0,15,22
3961,3299.0,20,1
3962,3486.0,5,73
3963,9268.0,50,96
3964,7085.0,15,80
3965,8475.0,10,48
3966,9494.0,10,18
3967,7097.0,30,75
3968,9495.0,20,66
3969,4709.0,15,99
3970,9967.0,45,57
3971,4824.0,20,70
3972,7589.0,45,25
3973,8692.0,5,98
3974,4278.0,5,70
3975,6648.0,5,42
3976,3798.0,5,47
3977,8278.0,0,39
3978,7938.0,5,51
3979,1564.0,10,81
3980,4860.0,20,90
3981,3998.0,50,50
3982,4910.0,10,52
3983,1523.0,15,2
3984,6504.0,5,67
3985,5506.0,5,16
3986,6984.0,10,2
3987,4066.0,10,25
3988,1501.0,50,59
3989,2047.0,45,52
3990,8912.0,20,99
3991,9699.0,0,3
3992,2688.0,10,72
3993,3521.0,15,22
3994,3771.0,5,66
3995,2403.0,20,88
3996,9565.0,50,61
3997,3690.0,20,27
3998,2361.0,25,6
3999,8198.0,50,29
4000,5656.0,0,42
4001,6325.0,10,76
4002,2232.0,10,15
4003,7493.0,5,82
4004,7143.0,0,6
4005,8574.0,10,96
4006,2595.0,10,2
4007,8521.0,15,45
4008,4120.0,5,75
4009,4482.0,10,49
4010,2856.0,5,51
4011,8878.0,20,33
4012,1470.0,15,57
4013,8971.0,20,36
4014,4063.0,50,34
4015,1158.0,0,63
4016,4256.0,15,54
4017,7370.0,5,46
4018,8406.0,5,94
4019,1818.0,50,63
4020,7964.0,15,54
4021,9526.0,10,81
4022,7668.0,45,99
4023,4244.0,15,12
4024,8018.0,35,35
4025,5491.0,10,64
4026,2252.0,20,77
4027,7953.0,5,46
4028,6833.0,50,20
4029,7970.0,45,21
4030,2413.0,10,69
4031,3447.0,0,16
4032,7895.0,50,31
4033,7167.0,45,89
4034,5371.0,15,44
4035,3632.0,15,68
4036,6969.0,5,87
4037,6890.0,10,91
4038,8438.0,0,11
4039,4229.0,20,40
4040,5478.0,15,73
4041,3604.0,20,43
4042,6051.0,15,5
4043,2349.0,45,85
4044,1746.0,5,17
4045,5248.0,20,39
4046,4075.0,15,95
4047,1544.0,0,62
4048,3450.0,5,21
4049,1669.0,0,40
4050,6363.0,20,99
4051,8042.0,15,56
4052,2974.0,15,47
4053,6083.0,45,91
4054,8115.0,0,47
4055,3905.0,50,32
4056,5249.0,20,28
4057,1600.0,25,21
4058,4039.0,10,15
4059,6561.0,20,30
4060,8429.0,5,47
4061,7213.0,50,56
4062,3083.0,50,88
4063,2152.0,25,84
4064,3220.0,15,74
4065,3763.0,35,34
4066,9245.0,0,78
4067,4310.0,15,92
4068,2654.0,10,18
4069,6518.0,15,40
4070,6570.0,5,14
4071,4993.0,45,24
4072,1215.0,15,43
4073,4786.0,45,21
4074,9622.0,0,32
4075,2483.0,45,65
4076,7849.0,45,85
4077,1686.0,35,75
4078,3685.0,45,77
4079,1996.0,0,48
4080,6919.0,20,18
4081,8961.0,45,36
4082,9999.0,45,28
4083,5139.0,15,26
4084,6931.0,45,17
4085,6139.0,0,51
4086,9029.0,15,42
4087,4639.0,20,3
4088,3246.0,0,28
4089,6692.0,20,80
4090,5240.0,45,27
4091,8440.0,15,29
4092,3457.0,45,30
4093,4249.0,0,93
4094,9687.0,0,79
4095,3229.0,15,81
4096,6761.0,0,77
4097,7037.0,30,55
4098,5155.0,15,18
4099,2434.0,15,6
4100,6582.0,45,38
4101,1534.0,20,34
4102,2591.0,50,47
4103,3762.0,20,19
4104,7237.0,45,48
4105,3627.0,45,42
4106,3834.0,15,90
4107,2290.0,50,77
4108,2547.0,45,17
4109,7861.0,10,91
4110,5495.0,10,7
4111,5153.0,10,82
4112,2134.0,50,69
4113,3279.0,5,47
4114,3318.0,15,3
4115,3298.0,45,36
4116,6231.0,30,45
4117,2393.0,5,21
4118,1803.0,20,22
4119,5312.0,10,61
4120,4392.0,5,44
4121,1008.0,45,85
4122,6397.0,5,66
4123,4517.0,0,16
4124,1845.0,30,17
4125,7712.0,50,62
4126,2871.0,25,40
4127,5287.0,5,59
4128,8829.0,10,17
4129,5810.0,20,30
4130,7509.0,15,30
4131,2375.0,45,48
4132,6250.0,0,96
4133,6535.0,20,34
4134,1146.0,20,66
4135,4769.0,10,91
4136,4828.0,0,82
4137,5947.0,5,37
4138,1020.0,5,91
4139,8457.0,10,37
4140,2028.0,45,2
4141,5992.0,50,64
4142,1325.0,0,4
4143,9870.0,5,87
4144,4580.0,10,12
4145,4894.0,45,35
4146,6294.0,50,96
4147,2353.0,20,15
4148,9412.0,20,58
4149,2095.0,35,62
4150,2364.0,5,66
4151,7132.0,10,85
4152,5749.0,20,39
4153,1485.0,10,9
4154,1245.0,35,33
4155,2293.0,45,83
4156,2881.0,5,53
4157,8582.0,15,58
4158,6401.0,5,63
4159,8737.0,0,92
4160,2098.0,50,50
4161,9677.0,50,94
4162,8182.0,45,38
4163,3766.0,0,33
4164,7416.0,15,75
4165,4588.0,10,33
4166,8686.0,15,93
4167,9676.0,10,33
4168,5836.0,10,25
4169,5525.0,10,92
4170,1125.0,45,56
4171,2727.0,5,9
4172,9950.0,10,82
4173,5906.0,50,33
4174,8754.0,20,61
4175,7065.0,35,59
4176,5560.0,45,98
4177,8630.0,20,47
4178,8850.0,0,72
4179,3590.0,20,38
4180,1125.0,15,89
4181,9416.0,10,32
4182,7744.0,0,65
4183,2846.0,50,90
4184,4767.0,5,26
4185,4079.0,20,27
4186,9383.0,10,21
4187,5266.0,0,40
4188,9025.0,45,13
4189,2209.0,0,11
4190,5181.0,10,35
4191,2304.0,15,60
4192,6553.0,15,9
4193,1764.0,45,7
4194,3341.0,40,28
4195,7431.0,50,6
4196,2239.0,10,58
4197,4655.0,50,15
4198,8449.0,50,94
4199,8280.0,10,32
4200,9310.0,10,85
4201,3679.0,0,60
4202,1217.0,45,57
4203,5234.0,45,25
4204,3999.0,15,76
4205,4974.0,45,16
4206,6966.0,15,89
4207,5794.0,5,17
4208,9994.0,10,99
4209,3308.0,0,91
4210,9439.0,20,80
4211,1795.0,20,49
4212,9411.0,15,70
4213,7289.0,10,33
4214,1632.0,50,61
4215,5153.0,20,69
4216,8009.0,15,4
4217,2978.0,10,91
4218,7097.0,10,10
4219,1987.0,15,22
4220,2334.0,20,86
4221,2132.0,20,40
4222,9243.0,10,22
4223,5891.0,45,17
4224,9856.0,10,85
4225,3528.0,0,25
4226,4734.0,0,57
4227,3812.0,5,29
4228,7762.0,50,23
4229,3737.0,0,56
4230,5751.0,10,57
4231,2992.0,5,17
4232,6200.0,15,25
4233,2862.0,0,68
4234,2283.0,15,12
4235,3182.0,10,20
4236,5381.0,10,9
4237,6019.0,10,37
4238,9096.0,50,92
4239,9597.0,45,40
4240,6955.0,35,85
4241,6864.0,15,54
4242,5062.0,5,13
4243,8974.0,20,88
4244,1692.0,0,54
4245,5947.0,45,19
4246,1800.0,10,13
4247,3258.0,15,24
4248,3948.0,45,63
4249,4651.0,45,16
4250,8871.0,15,96
4251,7474.0,5,9
4252,5317.0,20,13
4253,9105.0,0,14
4254,3510.0,30,53
4255,8806.0,50,51
4256,8035.0,20,17
4257,8759.0,50,31
4258,8282.0,5,43
4259,8513.0,0,65
4260,6491.0,15,80
4261,2606.0,5,66
4262,5520.0,5,51
4263,6415.0,5,79
4264,6878.0,5,12
4265,9529.0,0,9
4266,7931.0,50,65
4267,8656.0,45,39
4268,7564.0,45,83
4269,1713.0,45,18
4270,6991.0,45,45
4271,5668.0,45,88
4272,9148.0,20,41
4273,6957.0,0,40
4274,8609.0,20,46
4275,4215.0,15,2
4276,3949.0,5,43
4277,6761.0,15,18
4278,9560.0,35,56
4279,3853.0,45,50
4280,3456.0,5,65
4281,9754.0,30,69
4282,7585.0,5,13
4283,9533.0,5,84
4284,5293.0,10,34
4285,1628.0,20,63
4286,8260.0,10,42
4287,4143.0,15,52
4288,5314.0,20,29
4289,7113.0,20,3
4290,3597.0,15,10
4291,2618.0,50,71
4292,9660.0,50,65
4293,7512.0,10,97
4294,9272.0,50,99
4295,8887.0,50,4
4296,2894.0,0,5
4297,5995.0,5,88
4298,8903.0,35,18
4299,8974.0,10,60
4300,8035.0,15,36
4301,2402.0,30,57
4302,5921.0,50,4
4303,9920.0,5,86
4304,6084.0,20,91
4305,7548.0,5,48
4306,1187.0,15,56
4307,7603.0,50,43
4308,2492.0,25,96
4309,7755.0,5,72
4310,2123.0,20,21
4311,8582.0,25,10
4312,5297.0,15,15
4313,5762.0,50,5
4314,3316.0,20,59
4315,9851.0,15,78
4316,5086.0,5,46
4317,8326.0,50,20
4318,5880.0,25,28
4319,8045.0,5,78
4320,2659.0,45,89
4321,7481.0,25,10
4322,7046.0,45,9
4323,1808.0,45,62
4324,9647.0,15,69
4325,7119.0,15,8
4326,3874.0,50,78
4327,1840.0,5,46
4328,2489.0,45,68
4329,6356.0,0,35
4330,4363.0,0,33
4331,1409.0,45,75
4332,8680.0,15,59
4333,4958.0,15,17
4334,1319.0,0,96
4335,3321.0,20,75
4336,1761.0,0,48
4337,3091.0,5,16
4338,1591.0,10,66
4339,5199.0,50,41
4340,5312.0,5,63
4341,8025.0,5,18
4342,9168.0,40,1
4343,6820.0,0,94
4344,7153.0,0,23
4345,2620.0,20,43
4346,8705.0,30,21
4347,4962.0,50,41
4348,3576.0,5,11
4349,8407.0,20,26
4350,3654.0,50,46
4351,7940.0,50,95
4352,7084.0,10,10
4353,8141.0,45,3
4354,5905.0,50,9
4355,7927.0,10,87
4356,1965.0,45,87
4357,4392.0,50,31
4358,4252.0,20,99
4359,3463.0,0,1
4360,7131.0,10,36
4361,6174.0,5,72
4362,6114.0,45,74
4363,5590.0,25,60
4364,4325.0,0,66
4365,5306.0,15,79
4366,8666.0,20,77
4367,1613.0,20,75
4368,3635.0,45,51
4369,4438.0,15,25
4370,4441.0,50,67
4371,4917.0,10,32
4372,3747.0,10,55
4373,5357.0,45,22
4374,7466.0,50,21
4375,3718.0,50,62
4376,7265.0,40,23
4377,5242.0,45,78
4378,6995.0,5,68
4379,2098.0,45,50
4380,6961.0,0,47
4381,5916.0,15,31
4382,8754.0,5,8
4383,6713.0,15,61
4384,1403.0,15,27
4385,9880.0,0,60
4386,9164.0,30,20
4387,9567.0,20,76
4388,5953.0,45,15
4389,4102.0,10,46
4390,2399.0,15,52
4391,4973.0,0,68
4392,5326.0,15,80
4393,3477.0,10,55
4394,4480.0,50,85
4395,7927.0,50,58
4396,5061.0,10,18
4397,8548.0,15,17
4398,8308.0,10,57
4399,6045.0,10,49
4400,6365.0,20,32
4401,1371.0,5,60
4402,5849.0,5,68
4403,9295.0,50,18
4404,8350.0,45,35
4405,7681.0,0,71
4406,4995.0,10,94
4407,7686.0,0,56
4408,2882.0,5,98
4409,5484.0,5,26
4410,2867.0,45,21
4411,1713.0,15,51
4412,1132.0,15,33
4413,5148.0,15,36
4414,7308.0,5,74
4415,6664.0,50,83
4416,9143.0,15,8
4417,7688.0,15,24
4418,5339.0,15,31
4419,3147.0,50,43
4420,8124.0,5,38
4421,2089.0,20,84
4422,1519.0,10,51
4423,3519.0,10,74
4424,8599.0,50,97
4425,3720.0,20,28
4426,4934.0,10,46
4427,6278.0,15,39
4428,9127.0,25,36
4429,1319.0,15,22
4430,2429.0,45,45
4431,7399.0,50,79
4432,2765.0,5,66
4433,1395.0,50,12
4434,3320.0,20,96
4435,1819.0,0,48
4436,3077.0,45,84
4437,2172.0,0,38
4438,3008.0,5,60
4439,2855.0,10,45
4440,4599.0,0,96
4441,4591.0,15,52
4442,7487.0,45,27
4443,5682.0,50,29
4444,7515.0,0,14
4445,9276.0,0,81
4446,7642.0,15,27
4447,1287.0,20,26
4448,7011.0,40,34
4449,9433.0,5,88
4450,2685.0,5,4
4451,6766.0,45,41
4452,8124.0,15,1
4453,4290.0,15,50
4454,4295.0,15,48
4455,4944.0,15,50
4456,5765.0,50,7
4457,7143.0,0,30
4458,4880.0,20,68
4459,4137.0,15,78
4460,8962.0,20,73
4461,3064.0,10,74
4462,1453.0,15,82
4463,5533.0,5,20
4464,5003.0,10,67
4465,2378.0,0,41
4466,2485.0,45,30
4467,5435.0,5,43
4468,6539.0,5,38
4469,4527.0,45,67
4470,9295.0,45,16
4471,1057.0,0,62
4472,1948.0,45,68
4473,1467.0,20,8
4474,8456.0,50,15
4475,1007.0,0,8
4476,9712.0,25,10
4477,3693.0,10,16
4478,2049.0,20,42
4479,7428.0,10,97
4480,7024.0,20,78
4481,1595.0,5,17
4482,3216.0,20,88
4483,2043.0,0,99
4484,9249.0,35,3
4485,5473.0,15,42
4486,9162.0,15,42
4487,4920.0,45,45
4488,5620.0,15,59
4489,5344.0,25,64
4490,1108.0,50,27
4491,9570.0,10,38
4492,5067.0,45,62
4493,7407.0,15,59
4494,5003.0,0,26
4495,8641.0,50,63
4496,6672.0,15,57
4497,7472.0,45,91
4498,8837.0,5,85
4499,9272.0,45,38
4500,7622.0,35,71
4501,6717.0,20,70
4502,7760.0,0,98
4503,9165.0,15,25
4504,4010.0,15,77
4505,1563.0,30,30
4506,2177.0,45,51
4507,2624.0,50,9
4508,6358.0,20,88
4509,9839.0,25,8
4510,7819.0,15,55
4511,8642.0,5,37
4512,4112.0,20,28
4513,2018.0,15,64
4514,8330.0,5,38
4515,1553.0,20,53
4516,7416.0,50,85
4517,5280.0,5,61
4518,8445.0,5,15
4519,7034.0,10,52
4520,6055.0,50,92
4521,1291.0,45,81
4522,2081.0,45,94
4523,3466.0,20,39
4524,9387.0,20,33
4525,3662.0,45,31
4526,2649.0,5,34
4527,5645.0,50,69
4528,6026.0,45,4
4529,8171.0,15,7
4530,2589.0,50,40
4531,3053.0,15,97
4532,3194.0,5,42
4533,3255.0,0,64
4534,3573.0,0,13
4535,5873.0,0,98
4536,1252.0,10,3
4537,2563.0,5,90
4538,2982.0,10,82
4539,7552.0,10,12
4540,6011.0,15,55
4541,9730.0,45,40
4542,2446.0,0,65
4543,9731.0,5,53
4544,2811.0,45,3
4545,3257.0,15,81
4546,6086.0,50,83
4547,3693.0,20,98
4548,9858.0,15,7
4549,7271.0,45,22
4550,9725.0,20,49
4551,9289.0,45,1
4552,5641.0,5,23
4553,2534.0,10,54
4554,8334.0,15,93
4555,6512.0,10,3
4556,5029.0,40,16
4557,7356.0,0,48
4558,3716.0,0,60
4559,2475.0,10,67
4560,5894.0,0,66
4561,6779.0,0,70
4562,5608.0,0,4
4563,9690.0,10,44
4564,6122.0,20,49
4565,8759.0,10,70
4566,8944.0,10,39
4567,1268.0,45,55
4568,2313.0,10,99
4569,1401.0,45,80
4570,7704.0,45,35
4571,3451.0,50,84
4572,4832.0,45,5
4573,7677.0,5,41
4574,7038.0,15,3
4575,9844.0,20,1
4576,3087.0,50,97
4577,3555.0,20,61
4578,4723.0,0,39
4579,9928.0,10,32
4580,1222.0,5,77
4581,8574.0,20,86
4582,8585.0,0,7
4583,5201.0,20,50
4584,4220.0,10,29
4585,7074.0,45,54
4586,3205.0,0,95
4587,9091.0,45,4
4588,7958.0,0,70
4589,5746.0,10,54
4590,5685.0,50,92
4591,5530.0,0,32
4592,9498.0,20,33
4593,2090.0,45,9
4594,5500.0,50,44
4595,5748.0,45,15
4596,3620.0,5,56
4597,9212.0,25,81
4598,4299.0,20,17
4599,2533.0,30,37
4600,8990.0,45,18
4601,9038.0,15,51
4602,1823.0,0,14
4603,4857.0,10,79
4604,9154.0,50,49
4605,6849.0,45,20
4606,9627.0,0,79
4607,7014.0,10,80
4608,5946.0,10,56
4609,1644.0,45,32
4610,4436.0,45,35
4611,7901.0,10,34
4612,8321.0,5,21
4613,9037.0,0,33
4614,9489.0,45,69
4615,8180.0,15,93
4616,6950.0,5,40
4617,9906.0,10,97
4618,1833.0,20,51
4619,1933.0,5,79
4620,8444.0,15,8
4621,3129.0,0,90
4622,5379.0,10,2
4623,3950.0,0,25
4624,4217.0,10,88
4625,8845.0,10,31
4626,5632.0,20,71
4627,4192.0,50,68
4628,3777.0,15,65
4629,1291.0,45,99
4630,1846.0,15,65
4631,5803.0,10,35
4632,1337.0,20,38
4633,4306.0,5,71
4634,5345.0,5,41
4635,2125.0,0,91
4636,6984.0,15,28
4637,2989.0,0,55
4638,2799.0,0,57
4639,8302.0,50,12
4640,3366.0,45,44
4641,2447.0,20,20
4642,5457.0,15,93
4643,2593.0,5,36
4644,8864.0,30,7
4645,6680.0,40,14
4646,5544.0,50,36
4647,4925.0,35,89
4648,5521.0,50,54
4649,9367.0,15,79
4650,7520.0,5,65
4651,1669.0,0,97
4652,2217.0,15,58
4653,5566.0,15,7
4654,6949.0,50,98
4655,4046.0,35,44
4656,2635.0,0,3
4657,9073.0,45,61
4658,3950.0,20,40
4659,1447.0,0,6
4660,7651.0,45,69
4661,4176.0,45,72
4662,8963.0,5,17
4663,4975.0,25,88
4664,3964.0,5,87
4665,9647.0,5,1
4666,7469.0,30,98
4667,8857.0,20,48
4668,3730.0,20,1
4669,8106.0,10,41
4670,9987.0,45,53
4671,4818.0,45,36
4672,9826.0,15,58
4673,6738.0,40,1
4674,9801.0,50,10
4675,5982.0,50,97
4676,2063.0,50,66
4677,3316.0,0,78
4678,7046.0,35,49
4679,9565.0,10,65
4680,9147.0,0,39
4681,1434.0,5,51
4682,8699.0,5,91
4683,2802.0,10,91
4684,9145.0,20,13
4685,1413.0,50,38
4686,8016.0,10,39
4687,6444.0,20,37
4688,8405.0,0,73
4689,2876.0,5,15
4690,6812.0,45,44
4691,4913.0,20,59
4692,2056.0,20,17
4693,3967.0,15,83
4694,8170.0,50,22
4695,8634.0,10,1
4696,8400.0,0,93
4697,8456.0,0,35
4698,7516.0,50,62
4699,7665.0,45,86
4700,4553.0,20,47
4701,9147.0,45,5
4702,9506.0,10,24
4703,9383.0,15,76
4704,5788.0,45,87
4705,8504.0,15,78
4706,3190.0,50,1
4707,7043.0,10,58
4708,6553.0,20,29
4709,8902.0,50,58
4710,7993.0,50,55
4711,4631.0,20,54
4712,6730.0,0,31
4713,2019.0,50,26
4714,5479.0,50,89
4715,5376.0,5,7
4716,9967.0,10,53
4717,7656.0,0,23
4718,1069.0,5,67
4719,8545.0,10,94
4720,2578.0,10,12
4721,9159.0,20,38
4722,1308.0,50,84
4723,7671.0,50,98
4724,8068.0,15,91
4725,7863.0,10,29
4726,8264.0,20,36
4727,4866.0,20,70
4728,3435.0,15,2
4729,3286.0,45,74
4730,8614.0,5,89
4731,5918.0,45,65
4732,6453.0,10,17
4733,9940.0,20,67
4734,2818.0,5,95
4735,3980.0,10,24
4736,2086.0,5,27
4737,8385.0,15,95
4738,6911.0,15,30
4739,5111.0,50,45
4740,1454.0,10,57
4741,6447.0,45,89
4742,2242.0,45,27
4743,8974.0,50,37
4744,3355.0,35,70
4745,2798.0,35,61
4746,5301.0,10,34
4747,5653.0,10,31
4748,8776.0,50,81
4749,9975.0,15,58
4750,6932.0,50,64
4751,7413.0,5,44
4752,8537.0,20,49
4753,1721.0,45,11
4754,9642.0,5,77
4755,9230.0,45,2
4756,5619.0,5,64
4757,4050.0,5,5
4758,9436.0,45,96
4759,6881.0,5,39
4760,7058.0,30,20
4761,7896.0,5,40
4762,8671.0,15,95
4763,7561.0,45,54
4764,1547.0,0,5
4765,5205.0,0,73
4766,9591.0,10,57
4767,1917.0,45,69
4768,5704.0,20,41
4769,3168.0,0,3
4770,4688.0,20,10
4771,4183.0,20,9
4772,6097.0,20,95
4773,3175.0,45,4
4774,9277.0,15,95
4775,6744.0,20,96
4776,7525.0,45,79
4777,5145.0,10,24
4778,3570.0,20,40
4779,6060.0,15,40
4780,5670.0,20,47
4781,9711.0,20,34
4782,6699.0,20,5
4783,9953.0,5,94
4784,8996.0,15,47
4785,1369.0,5,30
4786,6859.0,0,90
4787,3550.0,20,98
4788,5585.0,5,93
4789,2809.0,5,32
4790,5701.0,50,30
4791,4444.0,50,3
4792,5729.0,10,75
4793,2752.0,10,27
4794,4647.0,5,38
4795,5136.0,15,88
4796,6393.0,5,21
4797,9971.0,15,96
4798,9783.0,5,14
4799,3132.0,45,74
4800,2712.0,15,90
4801,1554.0,45,13
4802,3024.0,45,21
4803,1154.0,5,47
4804,2664.0,25,8
4805,6377.0,50,5
4806,6751.0,45,3
4807,6008.0,15,21
4808,7535.0,5,86
4809,6734.0,20,56
4810,8029.0,20,98
4811,6088.0,10,7
4812,8662.0,50,62
4813,6685.0,5,16
4814,5803.0,5,75
4815,9177.0,20,69
4816,2018.0,20,17
4817,5205.0,5,69
4818,1840.0,50,75
4819,2847.0,0,41
4820,2250.0,45,42
4821,1674.0,0,73
4822,8879.0,50,14
4823,8758.0,5,29
4824,4839.0,15,68
4825,9424.0,0,66
4826,1090.0,50,55
4827,9981.0,5,61
4828,8890.0,50,52
4829,4972.0,5,60
4830,9118.0,15,57
4831,5197.0,20,53
4832,4268.0,15,57
4833,7706.0,20,60
4834,4038.0,10,83
4835,8151.0,15,81
4836,6462.0,45,45
4837,4064.0,45,52
4838,7427.0,15,12
4839,6008.0,50,54
4840,5130.0,50,70
4841,6544.0,10,34
4842,2728.0,45,57
4843,4724.0,50,17
4844,8708.0,5,92
4845,4485.0,15,81
4846,2089.0,15,74
4847,8254.0,45,51
4848,1259.0,45,95
4849,4737.0,10,93
4850,7887.0,0,21
4851,4262.0,20,1
4852,4209.0,50,21
4853,1021.0,20,10
4854,7053.0,10,60
4855,1953.0,50,75
4856,3825.0,15,50
4857,6520.0,0,2
4858,5061.0,10,37
4859,5869.0,0,18
4860,2379.0,15,53
4861,3951.0,20,74
4862,5996.0,0,79
4863,8142.0,10,32
4864,2565.0,15,42
4865,7167.0,10,76
4866,3655.0,10,8
4867,1436.0,50,74
4868,5979.0,35,49
4869,7240.0,15,25
4870,7321.0,25,23
4871,4808.0,15,14
4872,7120.0,20,83
4873,1646.0,10,73
4874,9526.0,35,34
4875,4438.0,5,10
4876,3774.0,30,65
4877,6522.0,45,61
4878,5110.0,15,10
4879,4120.0,15,24
4880,8042.0,15,54
4881,9870.0,50,79
4882,3322.0,45,63
4883,1414.0,45,76
4884,1754.0,0,41
4885,9418.0,50,51
4886,7534.0,20,73
4887,3452.0,20,48
4888,3712.0,45,25
4889,6238.0,35,22
4890,3960.0,50,50
4891,3696.0,0,17
4892,9467.0,10,22
4893,3434.0,50,65
4894,4015.0,20,46
4895,7391.0,20,5
4896,5704.0,45,81
4897,2645.0,10,19
4898,2953.0,0,85
4899,9112.0,10,28
4900,8898.0,20,73
4901,3057.0,35,82
4902,1358.0,40,97
4903,3558.0,45,42
4904,9952.0,45,90
4905,5338.0,45,32
4906,2648.0,45,32
4907,8490.0,50,71
